,state,WEBSITE,actlevel,ACTIVITY LEVEL LABEL,WEEKEND,WEEK,season
19209,Arkansas,Communicable Disease and Immunizations,1,Minimal,Nov-29-2014,48,2014-15
19210,California,Influenza (Flu),2,Minimal,Nov-29-2014,48,2014-15
19211,Colorado,Influenza Surveillance,2,Minimal,Nov-29-2014,48,2014-15
19212,North Carolina,North Carolina Influenza Update,2,Minimal,Nov-29-2014,48,2014-15
19213,Massachusetts,Influenza Surveillance Data,2,Minimal,Nov-29-2014,48,2014-15
19214,Iowa,Iowa Influenza Surveillance Network,2,Minimal,Nov-29-2014,48,2014-15
19215,Arizona,Influenza & RSV Surveillance,2,Minimal,Nov-29-2014,48,2014-15
19216,Wyoming,Influenza,2,Minimal,Nov-29-2014,48,2014-15
19217,New York City,Surveillance Data,3,Minimal,Nov-29-2014,48,2014-15
19218,Indiana,Influenza in Indiana,3,Minimal,Nov-29-2014,48,2014-15
19219,Hawaii,Hawaii's Influenza Surveillance Program,3,Minimal,Nov-29-2014,48,2014-15
19220,Idaho,Influenza,3,Minimal,Nov-29-2014,48,2014-15
19221,Kansas,Influenza Information,3,Minimal,Nov-29-2014,48,2014-15
19222,Pennsylvania,Influenza Weekly Report ,3,Minimal,Nov-29-2014,48,2014-15
19223,South Carolina,Influenza Activity and Surveillance,3,Minimal,Nov-29-2014,48,2014-15
19224,Alaska,Influenza Surveillance Report,3,Minimal,Nov-29-2014,48,2014-15
19225,Nevada,"Influenza (Flu): Surveillance, News Releases and Brochures",4,Low,Nov-29-2014,48,2014-15
19226,Utah,Seasonal Influenza Weekly Update,4,Low,Nov-29-2014,48,2014-15
19227,Virginia,Virginia Weekly Influenza Activity Report,4,Low,Nov-29-2014,48,2014-15
19228,Missouri,Influenza Data & Statistical Reports ,5,Low,Nov-29-2014,48,2014-15
19229,Illinois,Seasonal Influenza Surveillance Reports,7,Moderate,Nov-29-2014,48,2014-15
19230,Florida,Weekly Influenza Surveillance Reports,7,Moderate,Nov-29-2014,48,2014-15
19231,Mississippi,Mississippi Flu Surveillance and Influenza-Like Illness Reports,8,High,Nov-29-2014,48,2014-15
19232,Texas,Influenza Surveillance,8,High,Nov-29-2014,48,2014-15
19233,Alabama,Influenza Surveillance,10,High,Nov-29-2014,48,2014-15
19234,Puerto Rico,Puerto Rico Departamento de Salud,10,High,Nov-29-2014,48,2014-15
19235,Louisiana,Influenza,10,High,Nov-29-2014,48,2014-15
19236,Georgia,Weekly Influenza Surveillance in Georgia,10,High,Nov-29-2014,48,2014-15
19237,New York City,Surveillance Data,1,Minimal,Oct-03-2015,39,2014-15
19238,Tennessee,Influenza-Like Illness Surveillance Summary Archive,1,Minimal,Oct-03-2015,39,2014-15
19239,Connecticut,Flu Statistics,1,Minimal,Oct-03-2015,39,2014-15
19240,Delaware,Weekly Influenza Surveillance Reports,1,Minimal,Oct-03-2015,39,2014-15
19241,Florida,Weekly Influenza Surveillance Reports,1,Minimal,Oct-03-2015,39,2014-15
19242,Utah,Seasonal Influenza Weekly Update,1,Minimal,Oct-03-2015,39,2014-15
19243,Vermont,Flu Activity,1,Minimal,Oct-03-2015,39,2014-15
19244,Virginia,Virginia Weekly Influenza Activity Report,1,Minimal,Oct-03-2015,39,2014-15
19245,West Virginia,Current Influenza Surveillance,1,Minimal,Oct-03-2015,39,2014-15
19246,Wisconsin,Tracking Influenza in Wisconsin,1,Minimal,Oct-03-2015,39,2014-15
19247,Wyoming,Influenza,1,Minimal,Oct-03-2015,39,2014-15
19248,North Carolina,North Carolina Influenza Update,1,Minimal,Oct-03-2015,39,2014-15
19249,North Dakota,Influenza,1,Minimal,Oct-03-2015,39,2014-15
19250,Ohio,Influenza Information,1,Minimal,Oct-03-2015,39,2014-15
19251,Oklahoma,Influenza Information,1,Minimal,Oct-03-2015,39,2014-15
19252,Oregon,Influenza Disease Surveillance Data,1,Minimal,Oct-03-2015,39,2014-15
19253,Pennsylvania,Influenza Weekly Report ,1,Minimal,Oct-03-2015,39,2014-15
19254,Rhode Island,Influenza Surveillance,1,Minimal,Oct-03-2015,39,2014-15
19255,South Carolina,Influenza Activity and Surveillance,1,Minimal,Oct-03-2015,39,2014-15
19256,Alabama,Influenza Surveillance,1,Minimal,Oct-03-2015,39,2014-15
19257,Alaska,Influenza Surveillance Report,1,Minimal,Oct-03-2015,39,2014-15
19258,Arizona,Influenza & RSV Surveillance,1,Minimal,Oct-03-2015,39,2014-15
19259,Arkansas,Communicable Disease and Immunizations,1,Minimal,Oct-03-2015,39,2014-15
19260,California,Influenza (Flu),1,Minimal,Oct-03-2015,39,2014-15
19261,Hawaii,Hawaii's Influenza Surveillance Program,1,Minimal,Oct-03-2015,39,2014-15
19262,Idaho,Influenza,1,Minimal,Oct-03-2015,39,2014-15
19263,Illinois,Seasonal Influenza Surveillance Reports,1,Minimal,Oct-03-2015,39,2014-15
19264,Indiana,Influenza in Indiana,1,Minimal,Oct-03-2015,39,2014-15
19265,Iowa,Iowa Influenza Surveillance Network,1,Minimal,Oct-03-2015,39,2014-15
19266,Kansas,Influenza Information,1,Minimal,Oct-03-2015,39,2014-15
19267,Kentucky,Influenza - Flu,1,Minimal,Oct-03-2015,39,2014-15
19268,Louisiana,Influenza,1,Minimal,Oct-03-2015,39,2014-15
19269,Maine,Weekly Surveillance Updates,1,Minimal,Oct-03-2015,39,2014-15
19270,Maryland,Influenza Surveillance,1,Minimal,Oct-03-2015,39,2014-15
19271,Massachusetts,Influenza Surveillance Data,1,Minimal,Oct-03-2015,39,2014-15
19272,Michigan,Influenza Activity and Surveillance,1,Minimal,Oct-03-2015,39,2014-15
19273,Minnesota,Weekly Influenza Activity: Statistics,1,Minimal,Oct-03-2015,39,2014-15
19274,Mississippi,Mississippi Flu Surveillance and Influenza-Like Illness Reports,1,Minimal,Oct-03-2015,39,2014-15
19275,Missouri,Influenza Data & Statistical Reports ,1,Minimal,Oct-03-2015,39,2014-15
19276,Montana,Influenza: What You Need to Know,1,Minimal,Oct-03-2015,39,2014-15
19277,Nebraska,Weekly Flu Report,1,Minimal,Oct-03-2015,39,2014-15
19278,Nevada,"Influenza (Flu): Surveillance, News Releases and Brochures",1,Minimal,Oct-03-2015,39,2014-15
19279,New Hampshire,Influenza Control and Surveillance,1,Minimal,Oct-03-2015,39,2014-15
19280,New Jersey,Seasonal Influenza - Surveillance,1,Minimal,Oct-03-2015,39,2014-15
19281,New Mexico,Flu in New Mexico,1,Minimal,Oct-03-2015,39,2014-15
19282,Colorado,Influenza Surveillance,2,Minimal,Oct-03-2015,39,2014-15
19283,Washington,Influenza Update,2,Minimal,Oct-03-2015,39,2014-15
19284,Georgia,Weekly Influenza Surveillance in Georgia,2,Minimal,Oct-03-2015,39,2014-15
19285,Texas,Influenza Surveillance,3,Minimal,Oct-03-2015,39,2014-15
19286,Puerto Rico,Puerto Rico Departamento de Salud,5,Low,Oct-03-2015,39,2014-15
19287,New York City,Surveillance Data,1,Minimal,Oct-04-2014,40,2014-15
19288,Washington,Influenza Update,1,Minimal,Oct-04-2014,40,2014-15
19289,West Virginia,Current Influenza Surveillance,1,Minimal,Oct-04-2014,40,2014-15
19290,Wisconsin,Tracking Influenza in Wisconsin,1,Minimal,Oct-04-2014,40,2014-15
19291,Connecticut,Flu Statistics,1,Minimal,Oct-04-2014,40,2014-15
19292,Delaware,Weekly Influenza Surveillance Reports,1,Minimal,Oct-04-2014,40,2014-15
19293,Florida,Weekly Influenza Surveillance Reports,1,Minimal,Oct-04-2014,40,2014-15
19294,Georgia,Weekly Influenza Surveillance in Georgia,1,Minimal,Oct-04-2014,40,2014-15
19295,Alabama,Influenza Surveillance,1,Minimal,Oct-04-2014,40,2014-15
19296,Alaska,Influenza Surveillance Report,1,Minimal,Oct-04-2014,40,2014-15
19297,Arizona,Influenza & RSV Surveillance,1,Minimal,Oct-04-2014,40,2014-15
19298,Arkansas,Communicable Disease and Immunizations,1,Minimal,Oct-04-2014,40,2014-15
19299,California,Influenza (Flu),1,Minimal,Oct-04-2014,40,2014-15
19300,Idaho,Influenza,1,Minimal,Oct-04-2014,40,2014-15
19301,Illinois,Seasonal Influenza Surveillance Reports,1,Minimal,Oct-04-2014,40,2014-15
19302,Indiana,Influenza in Indiana,1,Minimal,Oct-04-2014,40,2014-15
19303,Iowa,Iowa Influenza Surveillance Network,1,Minimal,Oct-04-2014,40,2014-15
19304,Kansas,Influenza Information,1,Minimal,Oct-04-2014,40,2014-15
19305,Kentucky,Influenza - Flu,1,Minimal,Oct-04-2014,40,2014-15
19306,Louisiana,Influenza,1,Minimal,Oct-04-2014,40,2014-15
19307,Maine,Weekly Surveillance Updates,1,Minimal,Oct-04-2014,40,2014-15
19308,Maryland,Influenza Surveillance,1,Minimal,Oct-04-2014,40,2014-15
19309,Massachusetts,Influenza Surveillance Data,1,Minimal,Oct-04-2014,40,2014-15
19310,Michigan,Influenza Activity and Surveillance,1,Minimal,Oct-04-2014,40,2014-15
19311,Minnesota,Weekly Influenza Activity: Statistics,1,Minimal,Oct-04-2014,40,2014-15
19312,Mississippi,Mississippi Flu Surveillance and Influenza-Like Illness Reports,1,Minimal,Oct-04-2014,40,2014-15
19313,Missouri,Influenza Data & Statistical Reports ,1,Minimal,Oct-04-2014,40,2014-15
19314,Montana,Influenza: What You Need to Know,1,Minimal,Oct-04-2014,40,2014-15
19315,Nebraska,Weekly Flu Report,1,Minimal,Oct-04-2014,40,2014-15
19316,Nevada,"Influenza (Flu): Surveillance, News Releases and Brochures",1,Minimal,Oct-04-2014,40,2014-15
19317,New Hampshire,Influenza Control and Surveillance,1,Minimal,Oct-04-2014,40,2014-15
19318,New Jersey,Seasonal Influenza - Surveillance,1,Minimal,Oct-04-2014,40,2014-15
19319,New Mexico,Flu in New Mexico,1,Minimal,Oct-04-2014,40,2014-15
19320,New York,"Influenza Activity, Surveillance and Reports",1,Minimal,Oct-04-2014,40,2014-15
19321,North Carolina,North Carolina Influenza Update,1,Minimal,Oct-04-2014,40,2014-15
19322,North Dakota,Influenza,1,Minimal,Oct-04-2014,40,2014-15
19323,Ohio,Influenza Information,1,Minimal,Oct-04-2014,40,2014-15
19324,Oklahoma,Influenza Information,1,Minimal,Oct-04-2014,40,2014-15
19325,Oregon,Influenza Disease Surveillance Data,1,Minimal,Oct-04-2014,40,2014-15
19326,Pennsylvania,Influenza Weekly Report ,1,Minimal,Oct-04-2014,40,2014-15
19327,Rhode Island,Influenza Surveillance,1,Minimal,Oct-04-2014,40,2014-15
19328,South Carolina,Influenza Activity and Surveillance,1,Minimal,Oct-04-2014,40,2014-15
19329,South Dakota,Influenza Information,1,Minimal,Oct-04-2014,40,2014-15
19330,Tennessee,Influenza-Like Illness Surveillance Summary Archive,1,Minimal,Oct-04-2014,40,2014-15
19331,Texas,Influenza Surveillance,1,Minimal,Oct-04-2014,40,2014-15
19332,Utah,Seasonal Influenza Weekly Update,1,Minimal,Oct-04-2014,40,2014-15
19333,Vermont,Flu Activity,1,Minimal,Oct-04-2014,40,2014-15
19334,Virginia,Virginia Weekly Influenza Activity Report,2,Minimal,Oct-04-2014,40,2014-15
19335,Colorado,Influenza Surveillance,2,Minimal,Oct-04-2014,40,2014-15
19336,Wyoming,Influenza,2,Minimal,Oct-04-2014,40,2014-15
19337,Hawaii,Hawaii's Influenza Surveillance Program,5,Low,Oct-04-2014,40,2014-15
19338,Puerto Rico,Puerto Rico Departamento de Salud,10,High,Oct-04-2014,40,2014-15
19339,Kansas,Influenza Information,1,Minimal,Oct-11-2014,41,2014-15
19340,Kentucky,Influenza - Flu,1,Minimal,Oct-11-2014,41,2014-15
19341,Georgia,Weekly Influenza Surveillance in Georgia,1,Minimal,Oct-11-2014,41,2014-15
19342,Idaho,Influenza,1,Minimal,Oct-11-2014,41,2014-15
19343,Illinois,Seasonal Influenza Surveillance Reports,1,Minimal,Oct-11-2014,41,2014-15
19344,Indiana,Influenza in Indiana,1,Minimal,Oct-11-2014,41,2014-15
19345,Maine,Weekly Surveillance Updates,1,Minimal,Oct-11-2014,41,2014-15
19346,Maryland,Influenza Surveillance,1,Minimal,Oct-11-2014,41,2014-15
19347,Massachusetts,Influenza Surveillance Data,1,Minimal,Oct-11-2014,41,2014-15
19348,Michigan,Influenza Activity and Surveillance,1,Minimal,Oct-11-2014,41,2014-15
19349,Minnesota,Weekly Influenza Activity: Statistics,1,Minimal,Oct-11-2014,41,2014-15
19350,Mississippi,Mississippi Flu Surveillance and Influenza-Like Illness Reports,1,Minimal,Oct-11-2014,41,2014-15
19351,Missouri,Influenza Data & Statistical Reports ,1,Minimal,Oct-11-2014,41,2014-15
19352,Montana,Influenza: What You Need to Know,1,Minimal,Oct-11-2014,41,2014-15
19353,Nebraska,Weekly Flu Report,1,Minimal,Oct-11-2014,41,2014-15
19354,Nevada,"Influenza (Flu): Surveillance, News Releases and Brochures",1,Minimal,Oct-11-2014,41,2014-15
19355,New Hampshire,Influenza Control and Surveillance,1,Minimal,Oct-11-2014,41,2014-15
19356,Oregon,Influenza Disease Surveillance Data,1,Minimal,Oct-11-2014,41,2014-15
19357,Pennsylvania,Influenza Weekly Report ,1,Minimal,Oct-11-2014,41,2014-15
19358,Rhode Island,Influenza Surveillance,1,Minimal,Oct-11-2014,41,2014-15
19359,South Carolina,Influenza Activity and Surveillance,1,Minimal,Oct-11-2014,41,2014-15
19360,South Dakota,Influenza Information,1,Minimal,Oct-11-2014,41,2014-15
19361,Tennessee,Influenza-Like Illness Surveillance Summary Archive,1,Minimal,Oct-11-2014,41,2014-15
19362,Texas,Influenza Surveillance,1,Minimal,Oct-11-2014,41,2014-15
19363,Utah,Seasonal Influenza Weekly Update,1,Minimal,Oct-11-2014,41,2014-15
19364,Vermont,Flu Activity,1,Minimal,Oct-11-2014,41,2014-15
19365,New Mexico,Flu in New Mexico,1,Minimal,Oct-11-2014,41,2014-15
19366,New York,"Influenza Activity, Surveillance and Reports",1,Minimal,Oct-11-2014,41,2014-15
19367,North Carolina,North Carolina Influenza Update,1,Minimal,Oct-11-2014,41,2014-15
19368,North Dakota,Influenza,1,Minimal,Oct-11-2014,41,2014-15
19369,Ohio,Influenza Information,1,Minimal,Oct-11-2014,41,2014-15
19370,West Virginia,Current Influenza Surveillance,1,Minimal,Oct-11-2014,41,2014-15
19371,Wisconsin,Tracking Influenza in Wisconsin,1,Minimal,Oct-11-2014,41,2014-15
19372,Wyoming,Influenza,1,Minimal,Oct-11-2014,41,2014-15
19373,Alabama,Influenza Surveillance,1,Minimal,Oct-11-2014,41,2014-15
19374,Alaska,Influenza Surveillance Report,1,Minimal,Oct-11-2014,41,2014-15
19375,Arizona,Influenza & RSV Surveillance,1,Minimal,Oct-11-2014,41,2014-15
19376,Arkansas,Communicable Disease and Immunizations,1,Minimal,Oct-11-2014,41,2014-15
19377,California,Influenza (Flu),1,Minimal,Oct-11-2014,41,2014-15
19378,Connecticut,Flu Statistics,1,Minimal,Oct-11-2014,41,2014-15
19379,Delaware,Weekly Influenza Surveillance Reports,1,Minimal,Oct-11-2014,41,2014-15
19380,Colorado,Influenza Surveillance,2,Minimal,Oct-11-2014,41,2014-15
19381,Oklahoma,Influenza Information,2,Minimal,Oct-11-2014,41,2014-15
19382,Iowa,Iowa Influenza Surveillance Network,2,Minimal,Oct-11-2014,41,2014-15
19383,Florida,Weekly Influenza Surveillance Reports,2,Minimal,Oct-11-2014,41,2014-15
19384,Louisiana,Influenza,2,Minimal,Oct-11-2014,41,2014-15
19385,New York City,Surveillance Data,2,Minimal,Oct-11-2014,41,2014-15
19386,Virginia,Virginia Weekly Influenza Activity Report,3,Minimal,Oct-11-2014,41,2014-15
19387,Washington,Influenza Update,3,Minimal,Oct-11-2014,41,2014-15
19388,Puerto Rico,Puerto Rico Departamento de Salud,4,Low,Oct-11-2014,41,2014-15
19389,New Jersey,Seasonal Influenza - Surveillance,5,Low,Oct-11-2014,41,2014-15
19390,Hawaii,Hawaii's Influenza Surveillance Program,6,Moderate,Oct-11-2014,41,2014-15
19391,Georgia,Weekly Influenza Surveillance in Georgia,1,Minimal,Oct-18-2014,42,2014-15
19392,Kansas,Influenza Information,1,Minimal,Oct-18-2014,42,2014-15
19393,Kentucky,Influenza - Flu,1,Minimal,Oct-18-2014,42,2014-15
19394,Washington,Influenza Update,1,Minimal,Oct-18-2014,42,2014-15
19395,West Virginia,Current Influenza Surveillance,1,Minimal,Oct-18-2014,42,2014-15
19396,Wisconsin,Tracking Influenza in Wisconsin,1,Minimal,Oct-18-2014,42,2014-15
19397,Wyoming,Influenza,1,Minimal,Oct-18-2014,42,2014-15
19398,Connecticut,Flu Statistics,1,Minimal,Oct-18-2014,42,2014-15
19399,Delaware,Weekly Influenza Surveillance Reports,1,Minimal,Oct-18-2014,42,2014-15
19400,Idaho,Influenza,1,Minimal,Oct-18-2014,42,2014-15
19401,Illinois,Seasonal Influenza Surveillance Reports,1,Minimal,Oct-18-2014,42,2014-15
19402,Indiana,Influenza in Indiana,1,Minimal,Oct-18-2014,42,2014-15
19403,Alabama,Influenza Surveillance,1,Minimal,Oct-18-2014,42,2014-15
19404,Alaska,Influenza Surveillance Report,1,Minimal,Oct-18-2014,42,2014-15
19405,Arizona,Influenza & RSV Surveillance,1,Minimal,Oct-18-2014,42,2014-15
19406,Arkansas,Communicable Disease and Immunizations,1,Minimal,Oct-18-2014,42,2014-15
19407,California,Influenza (Flu),1,Minimal,Oct-18-2014,42,2014-15
19408,Maine,Weekly Surveillance Updates,1,Minimal,Oct-18-2014,42,2014-15
19409,Maryland,Influenza Surveillance,1,Minimal,Oct-18-2014,42,2014-15
19410,Massachusetts,Influenza Surveillance Data,1,Minimal,Oct-18-2014,42,2014-15
19411,Michigan,Influenza Activity and Surveillance,1,Minimal,Oct-18-2014,42,2014-15
19412,Minnesota,Weekly Influenza Activity: Statistics,1,Minimal,Oct-18-2014,42,2014-15
19413,Mississippi,Mississippi Flu Surveillance and Influenza-Like Illness Reports,1,Minimal,Oct-18-2014,42,2014-15
19414,Missouri,Influenza Data & Statistical Reports ,1,Minimal,Oct-18-2014,42,2014-15
19415,Montana,Influenza: What You Need to Know,1,Minimal,Oct-18-2014,42,2014-15
19416,Nebraska,Weekly Flu Report,1,Minimal,Oct-18-2014,42,2014-15
19417,Nevada,"Influenza (Flu): Surveillance, News Releases and Brochures",1,Minimal,Oct-18-2014,42,2014-15
19418,New Hampshire,Influenza Control and Surveillance,1,Minimal,Oct-18-2014,42,2014-15
19419,New Jersey,Seasonal Influenza - Surveillance,1,Minimal,Oct-18-2014,42,2014-15
19420,New Mexico,Flu in New Mexico,1,Minimal,Oct-18-2014,42,2014-15
19421,New York,"Influenza Activity, Surveillance and Reports",1,Minimal,Oct-18-2014,42,2014-15
19422,North Carolina,North Carolina Influenza Update,1,Minimal,Oct-18-2014,42,2014-15
19423,North Dakota,Influenza,1,Minimal,Oct-18-2014,42,2014-15
19424,Ohio,Influenza Information,1,Minimal,Oct-18-2014,42,2014-15
19425,Oklahoma,Influenza Information,1,Minimal,Oct-18-2014,42,2014-15
19426,Oregon,Influenza Disease Surveillance Data,1,Minimal,Oct-18-2014,42,2014-15
19427,Pennsylvania,Influenza Weekly Report ,1,Minimal,Oct-18-2014,42,2014-15
19428,Rhode Island,Influenza Surveillance,1,Minimal,Oct-18-2014,42,2014-15
19429,South Carolina,Influenza Activity and Surveillance,1,Minimal,Oct-18-2014,42,2014-15
19430,South Dakota,Influenza Information,1,Minimal,Oct-18-2014,42,2014-15
19431,Tennessee,Influenza-Like Illness Surveillance Summary Archive,1,Minimal,Oct-18-2014,42,2014-15
19432,Texas,Influenza Surveillance,1,Minimal,Oct-18-2014,42,2014-15
19433,Utah,Seasonal Influenza Weekly Update,1,Minimal,Oct-18-2014,42,2014-15
19434,Vermont,Flu Activity,1,Minimal,Oct-18-2014,42,2014-15
19435,Colorado,Influenza Surveillance,2,Minimal,Oct-18-2014,42,2014-15
19436,Iowa,Iowa Influenza Surveillance Network,2,Minimal,Oct-18-2014,42,2014-15
19437,New York City,Surveillance Data,2,Minimal,Oct-18-2014,42,2014-15
19438,Louisiana,Influenza,3,Minimal,Oct-18-2014,42,2014-15
19439,Florida,Weekly Influenza Surveillance Reports,3,Minimal,Oct-18-2014,42,2014-15
19440,Virginia,Virginia Weekly Influenza Activity Report,3,Minimal,Oct-18-2014,42,2014-15
19441,Hawaii,Hawaii's Influenza Surveillance Program,4,Low,Oct-18-2014,42,2014-15
19442,Puerto Rico,Puerto Rico Departamento de Salud,10,High,Oct-18-2014,42,2014-15
19443,Georgia,Weekly Influenza Surveillance in Georgia,1,Minimal,Oct-25-2014,43,2014-15
19444,Idaho,Influenza,1,Minimal,Oct-25-2014,43,2014-15
19445,Illinois,Seasonal Influenza Surveillance Reports,1,Minimal,Oct-25-2014,43,2014-15
19446,Indiana,Influenza in Indiana,1,Minimal,Oct-25-2014,43,2014-15
19447,Kansas,Influenza Information,1,Minimal,Oct-25-2014,43,2014-15
19448,Kentucky,Influenza - Flu,1,Minimal,Oct-25-2014,43,2014-15
19449,Vermont,Flu Activity,1,Minimal,Oct-25-2014,43,2014-15
19450,Washington,Influenza Update,1,Minimal,Oct-25-2014,43,2014-15
19451,West Virginia,Current Influenza Surveillance,1,Minimal,Oct-25-2014,43,2014-15
19452,Wisconsin,Tracking Influenza in Wisconsin,1,Minimal,Oct-25-2014,43,2014-15
19453,Wyoming,Influenza,1,Minimal,Oct-25-2014,43,2014-15
19454,Connecticut,Flu Statistics,1,Minimal,Oct-25-2014,43,2014-15
19455,Delaware,Weekly Influenza Surveillance Reports,1,Minimal,Oct-25-2014,43,2014-15
19456,Alabama,Influenza Surveillance,1,Minimal,Oct-25-2014,43,2014-15
19457,Alaska,Influenza Surveillance Report,1,Minimal,Oct-25-2014,43,2014-15
19458,Arizona,Influenza & RSV Surveillance,1,Minimal,Oct-25-2014,43,2014-15
19459,Arkansas,Communicable Disease and Immunizations,1,Minimal,Oct-25-2014,43,2014-15
19460,California,Influenza (Flu),1,Minimal,Oct-25-2014,43,2014-15
19461,Maine,Weekly Surveillance Updates,1,Minimal,Oct-25-2014,43,2014-15
19462,Maryland,Influenza Surveillance,1,Minimal,Oct-25-2014,43,2014-15
19463,Massachusetts,Influenza Surveillance Data,1,Minimal,Oct-25-2014,43,2014-15
19464,Michigan,Influenza Activity and Surveillance,1,Minimal,Oct-25-2014,43,2014-15
19465,Minnesota,Weekly Influenza Activity: Statistics,1,Minimal,Oct-25-2014,43,2014-15
19466,Mississippi,Mississippi Flu Surveillance and Influenza-Like Illness Reports,1,Minimal,Oct-25-2014,43,2014-15
19467,Missouri,Influenza Data & Statistical Reports ,1,Minimal,Oct-25-2014,43,2014-15
19468,Montana,Influenza: What You Need to Know,1,Minimal,Oct-25-2014,43,2014-15
